drive,xmission,fuelType,classId,id,make,year,hp,torque
Rear-wheel drive,5 Speed Automatic,E85,Automatic transmission,2011 Nissan Armada Platinum FFV,Nissan,2011,317,385
Four-wheel drive,5 Speed Automatic,Gasoline,Automatic transmission,2011 Nissan Armada Platinum 4x4 FFV,Nissan,2011,317,385
All-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2011 Porsche 911 Carrera 4S Coupe,Porsche,2011,385,310
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2011 Porsche 911 Carrera Coupe,Porsche,2011,345,288
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2011 Porsche 911 Carrera S Coupe,Porsche,2011,385,310
All-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2011 Porsche 911 Carrera 4 Coupe,Porsche,2011,345,288
All-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2011 Porsche 911 Targa 4 Coupe,Porsche,2011,345,288
All-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2011 Porsche 911 Turbo Coupe,Porsche,2011,500,480
All-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2011 Porsche 911 Targa 4S Coupe,Porsche,2011,385,310
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2011 Porsche 911 Carrera GTS Coupe,Porsche,2011,408,310
Rear-wheel drive,7 Speed Automatic,Gasoline,Automatic transmission,2009 Infiniti G37 Convertible,Infiniti,2009,325,267
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2009 Infiniti G37 Convertible Sport 6MT,Infiniti,2009,325,267
Rear-wheel drive,5 Speed Automatic,E85,Automatic transmission,2010 Nissan Armada SE FFV,Nissan,2010,317,385
Four-wheel drive,5 Speed Automatic,E85,Automatic transmission,2010 Nissan Armada SE 4x4 FFV,Nissan,2010,317,385
Rear-wheel drive,5 Speed Automatic,Gasoline,Automatic transmission,2010 Nissan Armada Titanium FFV,Nissan,2010,317,385
Four-wheel drive,5 Speed Automatic,Gasoline,Automatic transmission,2010 Nissan Armada Titanium 4x4 FFV,Nissan,2010,317,385
Front-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2011 Mazda Tribute i Sport,Mazda,2011,171,171
Front-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2011 Mazda Tribute i Sport AT,Mazda,2011,171,171
Four-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2011 Mazda Tribute i Sport 4WD,Mazda,2011,171,171
Front-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2011 Mazda Tribute i Touring,Mazda,2011,171,171
Four-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2011 Mazda Tribute i Touring 4WD,Mazda,2011,171,171
Front-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2011 Mazda Tribute i Grand Touring,Mazda,2011,171,171
Four-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2011 Mazda Tribute i Grand Touring 4WD,Mazda,2011,171,171
Front-wheel drive,6 Speed Automatic,E85,Automatic transmission,2011 Mazda Tribute s Grand Touring,Mazda,2011,240,223
Four-wheel drive,6 Speed Automatic,E85,Automatic transmission,2011 Mazda Tribute s Grand Touring 4WD,Mazda,2011,240,223
Rear-wheel drive,5 Speed Automatic,E85,Automatic transmission,2010 Nissan Armada Platinum FFV,Nissan,2010,317,385
Four-wheel drive,5 Speed Automatic,E85,Automatic transmission,2010 Nissan Armada Platinum 4x4 FFV,Nissan,2010,317,385
Front-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2010 Mazda Tribute i Sport,Mazda,2010,171,171
Front-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2010 Mazda Tribute i Sport AT,Mazda,2010,171,171
Four-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2010 Mazda Tribute i Sport 4WD,Mazda,2010,171,171
Front-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2010 Mazda Tribute i Touring,Mazda,2010,171,171
Four-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2010 Mazda Tribute i Touring 4WD,Mazda,2010,171,171
Front-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2010 Mazda Tribute i Grand Touring,Mazda,2010,171,171
Four-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2010 Mazda Tribute i Grand Touring 4WD,Mazda,2010,171,171
Front-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2010 Mazda Tribute s Grand Touring,Mazda,2010,240,223
Four-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2010 Mazda Tribute s Grand Touring 4WD,Mazda,2010,240,223
Front-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2010 Toyota Yaris Sedan,Toyota,2010,106,103
Front-wheel drive,4 Speed Automatic,Gasoline,Automatic transmission,2010 Toyota Yaris Sedan AT,Toyota,2010,106,103
Front-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2012 Toyota Yaris 3-Door Liftback L,Toyota,2012,106,103
Front-wheel drive,4 Speed Automatic,Gasoline,Automatic transmission,2012 Toyota Yaris 3-Door Liftback L AT,Toyota,2012,106,103
Front-wheel drive,4 Speed Automatic,Gasoline,Automatic transmission,2012 Toyota Yaris 3-Door Liftback LE,Toyota,2012,106,103
All-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2011 Porsche 911 Turbo Cabriolet,Porsche,2011,500,480
All-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2011 Porsche 911 Carrera 4 Cabriolet,Porsche,2011,345,288
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2011 Porsche 911 Carrera S Cabriolet,Porsche,2011,385,310
All-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2011 Porsche 911 Carrera 4S Cabriolet,Porsche,2011,385,310
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2011 Porsche 911 Carrera Cabriolet,Porsche,2011,345,288
All-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2011 Porsche 911 Carrera 4 GTS Cabriolet,Porsche,2011,408,310
Rear-wheel drive,5 Speed Automatic,Gasoline,Automatic transmission,2011 Dodge Durango R/T,Dodge,2011,360,390
All-wheel drive,5 Speed Automatic,Gasoline,Automatic transmission,2011 Dodge Durango Citadel AWD,Dodge,2011,290,260
All-wheel drive,5 Speed Automatic,Gasoline,Automatic transmission,2011 Dodge Durango Crew AWD,Dodge,2011,290,260
Rear-wheel drive,5 Speed Automatic,Gasoline,Automatic transmission,2011 Dodge Durango Citadel,Dodge,2011,290,260
All-wheel drive,5 Speed Automatic,Gasoline,Automatic transmission,2011 Dodge Durango R/T AWD,Dodge,2011,360,390
Front-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Dodge Grand Caravan Mainstreet,Dodge,2011,283,260
Front-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Dodge Grand Caravan Crew,Dodge,2011,283,260
Front-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Dodge Grand Caravan Express,Dodge,2011,283,260
Front-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Dodge Grand Caravan R/T,Dodge,2011,283,260
Front-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Dodge Grand Caravan Cargo Van,Dodge,2011,283,260
Rear-wheel drive,5 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Jeep Commander Sport,Jeep,2010,210,235
Rear-wheel drive,5 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Jeep Commander Sport 5.7L,Jeep,2010,357,389
Four-wheel drive,5 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Jeep Commander Sport 4x4,Jeep,2010,210,235
Four-wheel drive,5 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Jeep Commander Sport 5.7L 4x4,Jeep,2010,357,389
Rear-wheel drive,5 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Jeep Commander Limited,Jeep,2010,357,389
Four-wheel drive,5 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Jeep Commander Limited 4x4,Jeep,2010,357,389
Front-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2011 Jeep Compass Sport 4x2,Jeep,2011,158,141
Four-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2011 Jeep Compass Sport 4x4,Jeep,2011,172,165
Front-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 GMC Acadia SL,GMC,2010,288,270
All-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 GMC Acadia SL AWD,GMC,2010,288,270
Front-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 GMC Acadia SLE,GMC,2010,288,270
All-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 GMC Acadia SLE AWD,GMC,2010,288,270
Front-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 GMC Acadia SLT-1,GMC,2010,288,270
All-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 GMC Acadia SLT-1 AWD,GMC,2010,288,270
Front-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 GMC Acadia SLT-2,GMC,2010,288,270
All-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 GMC Acadia SLT-2 AWD,GMC,2010,288,270
Rear-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2011 GMC Canyon WT 2WD,GMC,2011,185,190
Rear-wheel drive,4 Speed Automatic,Gasoline,Automatic transmission,2011 GMC Canyon WT 2WD AT,GMC,2011,185,190
Four-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2011 GMC Canyon WT 4WD,GMC,2011,185,190
Rear-wheel drive,4 Speed Automatic,Gasoline,Automatic transmission,2011 GMC Canyon WT 2WD 3.7L,GMC,2011,242,242
Front-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 GMC Terrain SLE-2,GMC,2010,182,172
Four-wheel drive,4 Speed Automatic,Gasoline,Automatic transmission,2011 GMC Canyon WT 4WD 3.7L,GMC,2011,242,242
All-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 GMC Terrain SLE-2 AWD,GMC,2010,182,172
Rear-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2011 GMC Canyon Extended Cab WT 2WD,GMC,2011,185,190
Rear-wheel drive,4 Speed Automatic,Gasoline,Automatic transmission,2011 GMC Canyon Extended Cab WT 2WD AT,GMC,2011,185,190
Four-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2011 GMC Canyon Extended Cab WT 4WD,GMC,2011,185,190
Four-wheel drive,4 Speed Automatic,Gasoline,Automatic transmission,2011 GMC Canyon Extended Cab WT 4WD AT,GMC,2011,185,190
Rear-wheel drive,4 Speed Automatic,Gasoline,Automatic transmission,2011 GMC Canyon Extended Cab WT 2WD 3.7L,GMC,2011,242,242
Front-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 GMC Terrain SLT-1,GMC,2010,182,172
Four-wheel drive,4 Speed Automatic,Gasoline,Automatic transmission,2011 GMC Canyon Extended Cab WT 4WD 3.7L,GMC,2011,242,242
All-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 GMC Terrain SLT-1 AWD,GMC,2010,182,172
Rear-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2011 GMC Canyon SLE 2WD,GMC,2011,185,190
Rear-wheel drive,4 Speed Automatic,Gasoline,Automatic transmission,2011 GMC Canyon SLE 2WD AT,GMC,2011,185,190
Four-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2011 GMC Canyon SLE 4WD,GMC,2011,185,190
Four-wheel drive,4 Speed Automatic,Gasoline,Automatic transmission,2011 GMC Canyon SLE 4WD AT,GMC,2011,185,190
Rear-wheel drive,4 Speed Automatic,Gasoline,Automatic transmission,2011 GMC Canyon SLE 2WD 3.7L,GMC,2011,242,242
Front-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 GMC Terrain SLT-2,GMC,2010,182,172
Four-wheel drive,4 Speed Automatic,Gasoline,Automatic transmission,2011 GMC Canyon SLE 4WD 3.7L,GMC,2011,242,242
All-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 GMC Terrain SLT-2 AWD,GMC,2010,182,172
Rear-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2011 GMC Canyon Extended Cab SLE 2WD,GMC,2011,185,190
Rear-wheel drive,4 Speed Automatic,Gasoline,Automatic transmission,2011 GMC Canyon Extended Cab SLE 2WD AT,GMC,2011,185,190
Four-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2011 GMC Canyon Extended Cab SLE 4WD,GMC,2011,185,190
Four-wheel drive,4 Speed Automatic,Gasoline,Automatic transmission,2011 GMC Canyon Extended Cab SLE 4WD AT,GMC,2011,185,190
Rear-wheel drive,4 Speed Automatic,Gasoline,Automatic transmission,2011 GMC Canyon Extended Cab SLE 2WD 3.7L,GMC,2011,242,242
Rear-wheel drive,4 Speed Automatic,Gasoline,Automatic transmission,2011 GMC Canyon Extended Cab SLE 2WD V8,GMC,2011,300,320
Four-wheel drive,4 Speed Automatic,Gasoline,Automatic transmission,2011 GMC Canyon Extended Cab SLE 4WD 3.7L,GMC,2011,242,242
Rear-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2011 GMC Canyon SLE 2WD,GMC,2011,185,190
Rear-wheel drive,4 Speed Automatic,Gasoline,Automatic transmission,2011 GMC Canyon Crew Cab SLE 2WD,GMC,2011,185,190
Rear-wheel drive,4 Speed Automatic,Gasoline,Automatic transmission,2011 GMC Canyon Crew Cab SLE 2WD V8,GMC,2011,300,320
Four-wheel drive,4 Speed Automatic,Gasoline,Automatic transmission,2011 GMC Canyon Crew Cab SLE 4WD,GMC,2011,242,242
Four-wheel drive,4 Speed Automatic,Gasoline,Automatic transmission,2011 GMC Canyon Crew Cab SLE 4WD V8,GMC,2011,300,320
Rear-wheel drive,4 Speed Automatic,Gasoline,Automatic transmission,2011 GMC Canyon Crew Cab SLE 2WD 3.7L,GMC,2011,242,242
All-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 GMC Terrain SLE-1 AWD,GMC,2010,182,172
Rear-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2010 GMC Canyon WT 2WD,GMC,2010,185,190
Front-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 GMC Terrain SLE-1,GMC,2010,182,172
Rear-wheel drive,4 Speed Automatic,Gasoline,Automatic transmission,2011 GMC Canyon Extended Cab SLT 2WD,GMC,2011,242,242
Four-wheel drive,4 Speed Automatic,Gasoline,Automatic transmission,2011 GMC Canyon Extended Cab SLT 4WD,GMC,2011,242,242
Rear-wheel drive,4 Speed Automatic,Gasoline,Automatic transmission,2011 GMC Canyon Extended Cab SLT 2WD V8,GMC,2011,300,320
Four-wheel drive,4 Speed Automatic,Gasoline,Automatic transmission,2011 GMC Canyon Extended Cab SLT 4WD V8,GMC,2011,300,320
Rear-wheel drive,4 Speed Automatic,Gasoline,Automatic transmission,2011 GMC Canyon Crew Cab SLT 2WD,GMC,2011,242,242
Four-wheel drive,4 Speed Automatic,Gasoline,Automatic transmission,2011 GMC Canyon Crew Cab SLT 4WD,GMC,2011,242,242
Rear-wheel drive,4 Speed Automatic,Gasoline,Automatic transmission,2011 GMC Canyon Crew Cab SLT 2WD V8,GMC,2011,300,320
Four-wheel drive,4 Speed Automatic,Gasoline,Automatic transmission,2011 GMC Canyon Crew Cab SLT 4WD V8,GMC,2011,300,320
Four-wheel drive,4 Speed Automatic,Gasoline,Automatic transmission,2011 GMC Canyon WT 4WD AT,GMC,2011,185,190
Rear-wheel drive,7 Speed Automatic,Gasoline,Automatic transmission,2010 Infiniti G37 Convertible,Infiniti,2010,325,267
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2010 Infiniti G37 Convertible Sport 6MT,Infiniti,2010,325,267
Front-wheel drive,5 Speed Automatic,Gasoline,Automatic transmission,2010 Honda Pilot LX,Honda,2010,250,253
Four-wheel drive,5 Speed Automatic,Gasoline,Automatic transmission,2010 Honda Pilot LX 4WD,Honda,2011,250,253
Front-wheel drive,5 Speed Automatic,Gasoline,Automatic transmission,2010 Honda Pilot EX,Honda,2010,250,253
Front-wheel drive,5 Speed Automatic,Gasoline,Automatic transmission,2010 Honda Pilot EX-L,Honda,2010,250,253
Four-wheel drive,5 Speed Automatic,Gasoline,Automatic transmission,2010 Honda Pilot EX-L 4WD,Honda,2010,250,253
Front-wheel drive,5 Speed Automatic,Gasoline,Automatic transmission,2010 Honda Pilot Touring,Honda,2010,250,253
Four-wheel drive,5 Speed Automatic,Gasoline,Automatic transmission,2010 Honda Pilot Touring 4WD,Honda,2010,250,253
Front-wheel drive,4 Speed Automatic,Gasoline,Automatic transmission,2012 Toyota Yaris 5-Door Liftback L,Toyota,2012,106,103
Front-wheel drive,4 Speed Automatic,Gasoline,Automatic transmission,2012 Toyota Yaris 5-Door Liftback LE,Toyota,2012,106,103
Front-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2012 Toyota Yaris 5-Door Liftback SE,Toyota,2012,106,103
Front-wheel drive,4 Speed Automatic,Gasoline,Automatic transmission,2012 Toyota Yaris 5-Door Liftback SE AT,Toyota,2012,106,103
Front-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Toyota Highlander,Toyota,2012,187,186
Front-wheel drive,5 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Toyota Highlander V6,Toyota,2012,270,248
Four-wheel drive,5 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Toyota Highlander V6 4WD,Toyota,2012,270,248
Front-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Toyota Highlander SE,Toyota,2012,187,186
Front-wheel drive,5 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Toyota Highlander SE V6,Toyota,2012,270,248
Four-wheel drive,5 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Toyota Highlander SE V6 4WD,Toyota,2012,270,248
Front-wheel drive,5 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Toyota Highlander Limited,Toyota,2012,270,248
Four-wheel drive,5 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Toyota Highlander Limited 4WD,Toyota,2012,270,248
Front-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Dodge Grand Caravan Crew,Dodge,2010,251,259
Front-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2010 Dodge Grand Caravan SXT,Dodge,2010,197,230
Front-wheel drive,4 Speed Automatic,Gasoline,Automatic transmission,2010 Dodge Grand Caravan Cargo Van,Dodge,2010,175,205
Front-wheel drive,4 Speed Automatic,Gasoline,Automatic transmission,2010 Dodge Grand Caravan SE,Dodge,2010,175,205
Front-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Dodge Grand Caravan Hero,Dodge,2010,197,230
Front-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2010 Jeep Compass Sport,Jeep,2010,158,141
Front-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2010 Jeep Compass Sport 2.4L,Jeep,2010,172,165
Four-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2010 Jeep Compass Sport 4x4,Jeep,2010,172,165
Front-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2010 Jeep Compass Sport Fleet,Jeep,2010,158,141
Front-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2010 Jeep Compass Sport Fleet 2.4L,Jeep,2010,172,165
Four-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2010 Jeep Compass Sport Fleet 4x4,Jeep,2010,172,165
All-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Chevrolet Equinox 2LT AWD,Jeep,2010,182,172
Four-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2010 Jeep Compass Limited 4x4,Jeep,2010,172,165
Front-wheel drive,4 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Dodge Journey Express,Dodge,2011,173,166
All-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Dodge Journey Crew AWD,Dodge,2011,280,260
All-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Dodge Journey Mainstreet AWD,Dodge,2011,280,260
All-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Dodge Journey Lux AWD,Dodge,2011,280,260
Rear-wheel drive,7 Speed Automatic,Gasoline,Automatic transmission,2011 Infiniti G37 Convertible,Infiniti,2011,325,267
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2011 Infiniti G37 Convertible Sport 6MT,Infiniti,2011,325,267
Rear-wheel drive,7 Speed Automatic,Gasoline,Automatic transmission,2010 Infiniti G37 Sedan,Infiniti,2010,328,269
Rear-wheel drive,7 Speed Automatic,Gasoline,Automatic transmission,2010 Infiniti G37 Sedan Journey,Infiniti,2010,328,269
All-wheel drive,7 Speed Automatic,Gasoline,Automatic transmission,2010 Infiniti G37x Sedan AWD,Infiniti,2010,328,269
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2010 Infiniti G37 Sedan Sport 6MT,Infiniti,2010,328,269
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2010 BMW 650i Coup MT,BMW,2010,360,360
Rear-wheel drive,7 Speed Automatic,Gasoline,Automatic transmission,2011 Infiniti G37 Sedan Journey,Infiniti,2011,328,269
All-wheel drive,7 Speed Automatic,Gasoline,Automatic transmission,2011 Infiniti G37x Sedan AWD,Infiniti,2011,328,269
All-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2011 Infiniti G37 Sedan Sport 6MT,Infiniti,2011,328,269
Rear-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2009 BMW 750i Sedan,BMW,2009,400,450
Rear-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2009 BMW 750Li Sedan,BMW,2009,400,450
All-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 BMW 750Li xDrive Sedan,BMW,2010,400,450
All-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 BMW 750i xDrive Sedan,BMW,2010,400,450
Rear-wheel drive,8 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 BMW 760Li Sedan,BMW,2010,535,550
Rear-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 BMW 750Li Sedan,BMW,2010,400,450
Rear-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 BMW 750i Sedan,BMW,2010,400,450
Front-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Chevrolet Equinox LS,Chevrolet,2010,182,172
All-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Chevrolet Equinox LS AWD,Chevrolet,2010,182,172
Front-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Chevrolet Equinox 1LT,Chevrolet,2010,182,172
Front-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Chevrolet Equinox 2LT,Chevrolet,2010,182,172
All-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Chevrolet Equinox 2LT AWD,Chevrolet,2010,182,172
Front-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Chevrolet Equinox LTZ,Chevrolet,2010,182,172
All-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Chevrolet Equinox LTZ AWD,Chevrolet,2010,182,172
All-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Chevrolet Equinox 1LT AWD,Chevrolet,2010,182,172
All-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 BMW 750i xDrive Sedan,BMW,2011,400,450
Rear-wheel drive,8 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 BMW 760Li Sedan,BMW,2011,535,550
Rear-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 BMW 750Li Sedan,BMW,2011,400,450
All-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 BMW 750Li xDrive Sedan,BMW,2011,400,450
Rear-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 BMW 750i Sedan,BMW,2011,400,450
Rear-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 BMW 740i Sedan,BMW,2011,315,330
Rear-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 BMW 740Li Sedan,BMW,2011,315,330
All-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 BMW 750Li xDrive Sedan,Mercedes,2011,400,450
Front-wheel drive,4 Speed Automatic,Gasoline,Automatic transmission,2010 Dodge Journey SE,Dodge,2010,173,166
All-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Dodge Journey R/T Fleet AWD,Dodge,2010,235,232
All-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Dodge Journey R/T AWD,Dodge,2010,235,232
All-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Dodge Journey SXT AWD,Dodge,2010,235,232
Front-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Dodge Journey R/T Fleet,Dodge,2010,235,232
Front-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Dodge Journey SXT,Dodge,2010,235,232
Front-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Dodge Journey R/T,Dodge,2010,235,232
Rear-wheel drive,8 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 BMW ActiveHybrid 750i Sedan,BMW,2011,455,515
Rear-wheel drive,8 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 BMW ActiveHybrid 750Li Sedan,BMW,2011,455,515
Rear-wheel drive,5 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Dodge Nitro Detonator,Dodge,2011,260,265
Four-wheel drive,5 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Dodge Nitro Detonator 4X4,Dodge,2011,260,265
Four-wheel drive,5 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Dodge Nitro Shock 4X4,Dodge,2011,260,265
Four-wheel drive,4 Speed Automatic,Gasoline,Automatic transmission,2011 Dodge Nitro Heat 4X4,Dodge,2011,260,265
Rear-wheel drive,5 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Dodge Nitro Shock,Dodge,2011,260,265
Rear-wheel drive,8 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 BMW ActiveHybrid 750i Sedan,Dodge,2011,455,515
Four-wheel drive,4 Speed Automatic,Gasoline,Automatic transmission,2011 Dodge Nitro Heat 4X4,Chevrolet,2012,260,265
All-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 BMW ALPINA B7 LWB xDrive Sedan,BMW,2011,500,516
Rear-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 BMW ALPINA B7 LWB Sedan,BMW,2011,500,516
Rear-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 BMW ALPINA B7 SWB Sedan,BMW,2011,500,516
All-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 BMW ALPINA B7 SWB xDrive Sedan,BMW,2011,500,516
